0.000000000000000000e+00 0.000000000000000000e+00
3.995787807135495889e-02 1.111111111111111049e-01
6.992628662487118674e-02 2.222222222222222099e-01
8.990522566054866271e-02 3.333333333333333148e-01
9.989469517838739376e-02 4.444444444444444198e-01
9.989469517838739376e-02 5.555555555555555802e-01
8.990522566054866271e-02 6.666666666666666297e-01
6.992628662487120061e-02 7.777777777777776791e-01
3.995787807135497971e-02 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
