0.000000000000000000e+00 0.000000000000000000e+00
5.086331236742799161e-02 1.111111111111111049e-01
8.901079664299899052e-02 2.222222222222222099e-01
1.144424528267130037e-01 3.333333333333333148e-01
1.271582809185699825e-01 4.444444444444444198e-01
1.271582809185699825e-01 5.555555555555555802e-01
1.144424528267130037e-01 6.666666666666666297e-01
8.901079664299901828e-02 7.777777777777776791e-01
5.086331236742801243e-02 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
