0.000000000000000000e+00 0.000000000000000000e+00
4.290949575136269838e-03 1.111111111111111049e-01
7.509161756488471999e-03 2.222222222222222099e-01
9.654636544056608219e-03 3.333333333333333148e-01
1.072737393784067503e-02 4.444444444444444198e-01
1.072737393784067503e-02 5.555555555555555802e-01
9.654636544056608219e-03 6.666666666666666297e-01
7.509161756488473734e-03 7.777777777777776791e-01
4.290949575136271572e-03 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
