0.000000000000000000e+00 0.000000000000000000e+00
3.821587185327748187e-02 1.111111111111111049e-01
6.687777574323559848e-02 2.222222222222222099e-01
8.598571166987434289e-02 3.333333333333333148e-01
9.553967963319370815e-02 4.444444444444444198e-01
9.553967963319370815e-02 5.555555555555555802e-01
8.598571166987434289e-02 6.666666666666666297e-01
6.687777574323561236e-02 7.777777777777776791e-01
3.821587185327749575e-02 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
