0.000000000000000000e+00 0.000000000000000000e+00
2.445930863617420958e-02 1.111111111111111049e-01
4.280379011330486677e-02 2.222222222222222099e-01
5.503344443139197850e-02 3.333333333333333148e-01
6.114827159043553090e-02 4.444444444444444198e-01
6.114827159043553090e-02 5.555555555555555802e-01
5.503344443139197850e-02 6.666666666666666297e-01
4.280379011330488065e-02 7.777777777777776791e-01
2.445930863617421999e-02 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
