0.000000000000000000e+00 0.000000000000000000e+00
1.131678530111792031e-03 1.111111111111111049e-01
1.980437427695636108e-03 2.222222222222222099e-01
2.546276692751532449e-03 3.333333333333333148e-01
2.829196325279480402e-03 4.444444444444444198e-01
2.829196325279480402e-03 5.555555555555555802e-01
2.546276692751532449e-03 6.666666666666666297e-01
1.980437427695636975e-03 7.777777777777776791e-01
1.131678530111792681e-03 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
