0.000000000000000000e+00 0.000000000000000000e+00
2.336493211398141430e-03 1.111111111111111049e-01
4.088863119946747719e-03 2.222222222222222099e-01
5.257109725645818868e-03 3.333333333333333148e-01
5.841233028495354009e-03 4.444444444444444198e-01
5.841233028495354009e-03 5.555555555555555802e-01
5.257109725645818868e-03 6.666666666666666297e-01
4.088863119946749454e-03 7.777777777777776791e-01
2.336493211398142731e-03 8.888888888888888395e-01
0.000000000000000000e+00 1.000000000000000000e+00
